person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file,person_home_ownership,loan_intent,loan_grade,default_probability,default_flag,loan_id,risk_tier
22,24432,0.0,2000,11.36,0.08,4,0,3,1,1,0.04950861012938196,0,LN01810,Low
22,72204,2.0,6700,13.47,0.09,4,1,3,1,2,0.04437229627898035,0,LN16174,Low
22,52800,1.0,2100,6.76,0.04,2,0,3,4,0,0.025783210897098497,0,LN01981,Low
47,44004,2.0,8000,10.99,0.18,15,0,3,4,1,0.1016709338864028,1,LN31998,Low
25,30000,3.0,12000,5.99,0.4,4,0,0,2,0,0.6215288222947283,1,LN03197,High
28,75000,5.0,11000,7.51,0.15,9,0,3,4,0,0.01898801534577359,0,LN19887,Low
37,32000,4.0,10000,13.79,0.31,15,0,3,0,2,0.9336029211096051,1,LN30880,High
23,49980,7.0,4800,10.37,0.1,2,0,0,3,1,0.19710487002621724,1,LN08132,Low
34,160000,1.0,23000,6.91,0.14,10,0,0,2,0,0.022763142990557136,0,LN27669,Low
29,50000,3.0,4200,9.91,0.08,6,0,2,3,1,0.0505577793491657,0,LN27913,Low
40,148350,11.0,5000,6.03,0.03,11,0,0,5,0,0.018742223032514733,0,LN32176,Low
31,70000,11.0,4500,7.9,0.06,8,0,0,5,0,0.02068425188035312,0,LN24101,Low
24,60000,7.0,10000,9.63,0.17,2,0,0,4,0,0.0368668178782366,0,LN09200,Low
22,40000,6.0,5000,7.43,0.13,4,0,3,3,0,0.02841923510464431,0,LN04941,Low
31,25000,5.0,4500,13.48,0.18,8,1,2,5,2,0.034586208304535744,0,LN18677,Low
32,37440,0.0,5000,15.37,0.13,5,0,2,3,3,0.8017470607941787,0,LN25437,High
42,61000,2.0,14400,7.51,0.24,17,0,2,4,0,0.025131455486496628,0,LN30683,Low
22,18000,3.0,3000,7.9,0.17,4,0,2,4,0,0.910318355768983,1,LN00428,High
25,125000,4.0,12000,7.88,0.1,3,0,2,5,0,0.018166251927242385,0,LN15204,Low
29,69600,13.0,5600,11.99,0.08,6,0,3,2,1,0.17572872608672954,0,LN21407,Low
22,20400,1.0,4750,11.49,0.23,2,0,3,0,1,0.10015064010143321,0,LN04339,Low
35,24960,6.0,1400,8.49,0.06,7,0,3,5,0,0.030832959944258387,0,LN28794,Low
64,56000,0.0,10000,16.82,0.18,18,1,3,0,4,0.9165749224024031,1,LN32474,High
28,82000,3.0,25000,16.29,0.3,5,0,0,2,3,0.6190451700251177,0,LN25240,High
23,14898,4.0,6250,15.27,0.42,2,0,3,5,2,0.9315058502292439,1,LN07035,High
24,25000,5.0,2500,13.48,0.1,4,1,3,3,2,0.05463320142281069,0,LN02313,Low
30,120000,3.0,10000,17.04,0.08,5,0,3,2,4,0.2200499513808367,0,LN20592,Low
32,703800,14.0,12000,15.33,0.01,9,1,3,3,3,0.3156037966069308,1,LN25715,Medium
22,48400,6.0,12000,14.65,0.25,3,1,3,5,2,0.040942949942277984,1,LN02753,Low
21,18000,0.0,3000,7.9,0.17,2,0,3,0,0,0.8903951972490951,1,LN02499,High
30,20000,14.0,5400,14.61,0.27,7,1,3,3,3,0.667771081883176,0,LN21268,High
24,56950,4.0,4500,10.0,0.07,3,0,0,3,1,0.07560607684929099,1,LN11301,Low
37,63000,6.0,5000,10.2,0.08,16,0,3,2,1,0.043677536474209334,0,LN30070,Low
29,125000,3.0,24000,16.82,0.19,5,1,3,5,4,0.1067935399526066,0,LN18259,Low
23,115275,7.0,7500,11.28,0.07,4,1,3,1,2,0.027765670611015248,0,LN17323,Low
24,70000,2.0,6000,15.23,0.09,2,1,0,4,2,0.12092895767096716,0,LN16513,Low
24,65000,3.0,6000,6.03,0.09,3,0,0,1,0,0.0192827149297236,0,LN09862,Low
25,44000,9.0,9800,7.49,0.22,4,0,0,0,0,0.05219804519220947,1,LN06568,Low
22,60000,6.0,7800,15.21,0.13,4,0,3,5,3,0.04641047437254655,0,LN08534,Low
27,45468,2.0,4000,13.99,0.09,5,1,3,5,2,0.05157642087766954,0,LN24605,Low
33,31500,16.0,7200,5.79,0.23,6,0,3,3,0,0.09198485744434176,0,LN22493,Low
34,67000,7.0,20000,11.71,0.3,9,0,3,1,1,0.14612300470484074,0,LN18380,Low
23,78000,0.0,25000,15.58,0.32,3,1,0,5,3,0.16802278832361747,0,LN11984,Low
29,50400,6.0,7000,6.17,0.14,8,0,3,0,0,0.034313546433674603,0,LN22444,Low
21,64500,2.0,15000,11.83,0.23,2,0,0,1,1,0.10714071990850021,0,LN09800,Low
25,90000,9.0,10000,12.42,0.11,4,0,3,1,1,0.02350483276377607,0,LN16298,Low
28,54000,1.0,2000,14.42,0.04,7,0,3,3,3,0.9004991210708689,1,LN19036,High
23,36000,2.0,15000,11.36,0.42,4,0,2,5,1,0.06343564558099946,0,LN03345,Low
23,27996,1.0,4800,15.99,0.17,2,1,2,4,3,0.45783116079099356,0,LN01568,Medium
23,34320,5.0,7000,18.3,0.2,3,1,3,0,5,0.8804723609994335,1,LN07819,High
32,74000,1.0,1200,7.49,0.02,9,0,0,2,0,0.0319799322575991,0,LN24523,Low
32,96000,7.0,20000,14.42,0.21,9,0,3,4,3,0.09415735744610894,0,LN18444,Low
27,104000,8.0,12800,7.29,0.12,7,0,3,4,0,0.01960065494366033,0,LN25991,Low
54,33600,0.0,1000,10.65,0.03,29,0,3,0,1,0.11992920912447062,1,LN32334,Low
23,96000,0.0,20000,11.11,0.21,2,0,0,5,1,0.027427520365765835,0,LN13793,Low
30,84000,13.0,12000,11.11,0.14,7,0,0,4,1,0.021065511303444293,0,LN28379,Low
28,92000,8.0,7750,14.22,0.08,6,0,0,4,2,0.06783990777971571,1,LN26502,Low
23,75000,7.0,17000,11.12,0.23,2,0,0,5,1,0.021731612114659838,0,LN11639,Low
29,44000,0.0,15000,11.86,0.34,9,0,3,4,1,0.9376741850273879,1,LN26828,High
21,16200,3.0,1200,7.49,0.07,3,0,3,1,0,0.07581279225854244,0,LN01447,Low
23,45600,7.0,10000,16.11,0.22,4,1,0,5,2,0.06557946848069819,0,LN05634,Low
25,48000,3.0,4800,10.74,0.1,4,0,0,0,1,0.03464025676792821,0,LN06083,Low
23,80000,6.0,16000,7.49,0.2,2,0,3,1,0,0.031045650753469368,0,LN15766,Low
24,51000,8.0,9000,7.14,0.18,3,0,2,2,0,0.040175355626345985,0,LN07037,Low
22,96000,6.0,25000,13.8,0.26,4,0,0,5,2,0.039199501857362436,0,LN13792,Low
26,43200,1.0,17000,13.49,0.39,2,1,2,1,2,0.48484386889626113,0,LN05047,Medium
24,77000,2.0,3850,11.11,0.05,2,0,0,1,1,0.08782216790499636,0,LN11876,Low
32,120000,3.0,8000,8.9,0.07,6,0,0,0,0,0.030762907722052073,0,LN26927,Low
25,174000,2.0,8800,14.27,0.05,3,0,0,0,2,0.2756728538222388,0,LN00300,Low
34,287300,1.0,15000,12.41,0.04,8,1,3,3,2,0.03602445910483426,1,LN17874,Low
25,22800,1.0,2400,10.36,0.11,4,0,3,3,1,0.029854627819439927,0,LN02090,Low
27,50000,4.0,7800,15.99,0.16,10,0,2,2,3,0.7465398556620076,0,LN21686,High
24,130000,8.0,6000,10.59,0.05,2,0,0,0,1,0.030117294597134872,0,LN15309,Low
25,49500,2.0,2400,7.51,0.05,2,0,0,0,0,0.023435012238617454,0,LN06396,Low
25,90000,9.0,18000,9.91,0.2,2,0,0,2,1,0.03140278768678335,0,LN13196,Low
22,40000,2.0,4000,7.49,0.1,3,0,3,0,0,0.02213424316904257,0,LN17523,Low
21,35000,5.0,6900,12.42,0.2,3,0,0,4,1,0.10557269404380339,0,LN02848,Low
24,95004,0.0,18000,13.35,0.19,3,0,0,3,2,0.11334497179758429,0,LN13724,Low
22,69000,6.0,20000,10.99,0.29,4,0,3,0,1,0.06457222873826295,1,LN00729,Low
22,44400,2.0,10800,18.79,0.24,3,0,3,4,4,0.9003958577579739,1,LN03454,High
49,72000,2.0,14825,6.03,0.21,12,0,0,5,0,0.01898801534577359,0,LN30969,Low
57,53000,1.0,5800,13.16,0.11,30,0,0,4,2,0.12561450309133596,0,LN32577,Low
37,55000,4.0,3000,10.99,0.05,14,0,3,4,1,0.028498502831434614,0,LN29645,Low
27,104000,8.0,11000,10.99,0.11,8,0,3,0,1,0.031868315228281104,0,LN19898,Low
26,100000,11.0,15000,13.99,0.15,4,0,0,4,2,0.031853703513180696,0,LN14033,Low
28,90000,12.0,12000,14.65,0.13,7,0,3,3,2,0.2916619535293173,0,LN25607,Low
23,99200,7.0,23000,6.91,0.23,4,0,0,0,0,0.0309051061377766,0,LN13966,Low
28,82000,12.0,8000,7.49,0.1,10,0,3,4,0,0.02978763051147749,0,LN23373,Low
29,36000,6.0,12000,7.49,0.33,7,0,3,5,0,0.9106844523604224,1,LN25113,High
31,60000,9.0,22000,16.63,0.37,6,0,0,3,4,0.7873017494277404,1,LN28432,High
22,60000,4.0,6600,10.99,0.11,2,0,3,4,1,0.02794270649218696,0,LN07416,Low
25,49000,1.0,7000,13.48,0.14,4,0,0,1,2,0.0735058528038075,1,LN07876,Low
30,240000,7.0,18000,7.88,0.07,10,0,3,4,0,0.02770186877325718,0,LN17948,Low
25,58313,9.0,5300,19.91,0.08,2,1,0,3,4,0.8678630564749997,1,LN11416,High
25,70200,9.0,18000,16.45,0.26,2,0,3,1,4,0.2999638755775584,0,LN01027,Low
32,25000,1.0,10000,8.49,0.4,10,0,3,0,0,0.9395023316046925,1,LN23911,High
27,29238,8.0,10000,12.99,0.34,6,0,3,2,2,0.9395023316046925,1,LN24030,High
52,52000,1.0,17000,7.88,0.33,18,0,0,3,0,0.0488985646959341,1,LN32432,Low
31,41303,4.0,9900,11.89,0.24,10,0,3,4,1,0.10685304027457847,0,LN20624,Low
41,55000,4.0,4200,12.69,0.08,16,0,3,2,1,0.1870906382245536,0,LN30955,Low
39,108000,3.0,12000,6.99,0.11,13,0,0,2,0,0.018448133623092573,1,LN31658,Low
24,62000,1.0,20000,7.49,0.32,4,0,0,3,0,0.04511878909903991,0,LN09445,Low
23,80000,3.0,6000,5.99,0.07,4,0,0,1,0,0.021851471643048136,0,LN12216,Low
22,52000,6.0,14825,15.62,0.29,3,0,0,0,3,0.8435985129827372,1,LN08458,High
32,64500,3.0,19400,13.11,0.3,10,1,0,1,2,0.15822786140130243,1,LN24267,Low
30,70000,5.0,31825,12.69,0.45,8,0,0,3,1,0.2278074145343243,0,LN24094,Low
29,37000,2.0,2800,7.66,0.08,5,0,2,1,0,0.06233822170902761,0,LN19947,Low
22,62900,6.0,12000,16.35,0.16,2,1,0,3,4,0.8461369013573373,1,LN12321,High
22,30000,6.0,7000,9.62,0.23,4,0,3,1,1,0.2168320238072304,1,LN16238,Low
28,40000,2.0,14000,11.89,0.35,5,0,3,4,1,0.9386570586954477,1,LN19086,High
28,100000,6.0,10000,10.99,0.1,5,0,0,0,1,0.0398898897946607,0,LN26275,Low
28,133000,6.0,20000,16.82,0.15,5,1,0,0,4,0.8828681856119444,1,LN27524,High
27,125000,2.0,8000,6.76,0.06,6,0,0,0,0,0.018999763634501465,0,LN29067,Low
32,84996,4.0,9000,9.32,0.11,6,0,0,5,0,0.019846543633899663,0,LN25413,Low
26,56000,10.0,10000,12.69,0.18,4,0,3,0,1,0.1992908593401106,1,LN17029,Low
21,48996,5.0,15000,15.58,0.31,3,1,0,5,3,0.3047445533443585,1,LN07787,Medium
30,60000,0.0,4750,9.99,0.08,7,0,3,0,1,0.03767706762091113,0,LN20443,Low
24,193000,8.0,10000,13.06,0.05,4,0,0,1,2,0.047534115199301376,0,LN17810,Low
26,51500,7.0,11000,10.99,0.21,3,0,0,5,1,0.018742223032514733,0,LN07104,Low
26,70000,8.0,8000,15.96,0.11,3,1,3,1,2,0.1999917689630881,0,LN09387,Low
23,38400,7.0,5000,10.37,0.13,4,0,0,5,1,0.01929444748298331,0,LN03795,Low
25,53000,6.0,3000,13.99,0.06,4,0,3,0,2,0.35063875046133414,0,LN17013,Medium
36,31000,2.0,8000,14.11,0.26,14,0,3,4,3,0.8843058929814859,1,LN32147,High
27,61500,3.0,6000,10.99,0.1,7,0,0,2,1,0.039079956801428936,0,LN23323,Low
23,60000,4.0,2000,13.06,0.03,3,1,3,3,2,0.030890979620158313,0,LN01922,Low
21,31200,4.0,15000,6.62,0.48,3,0,3,3,0,0.9190407592424638,1,LN14432,High
43,76000,4.0,9150,16.29,0.12,16,1,0,2,3,0.2573353028342789,0,LN31099,Low
31,57800,2.0,25000,17.19,0.37,8,0,3,3,4,0.9377254903690654,1,LN18038,High
35,114000,11.0,7000,11.49,0.06,10,0,0,1,1,0.058074399102232714,0,LN26809,Low
29,63500,4.0,1600,11.83,0.03,5,0,3,0,1,0.06255787876960026,0,LN27069,Low
22,90888,5.0,13200,14.79,0.15,4,0,0,1,2,0.18172461080256672,0,LN13393,Low
33,36000,10.0,5000,8.49,0.14,9,0,0,5,0,0.020166232378846044,0,LN29105,Low
24,88000,2.0,15000,9.99,0.17,4,0,3,2,1,0.026842815699633576,1,LN01848,Low
26,122500,1.0,10000,10.65,0.08,3,0,3,3,1,0.022684014658199816,0,LN04618,Low
24,48000,5.0,4400,5.99,0.09,4,0,2,5,0,0.018742223032514733,0,LN17305,Low
32,90000,2.0,12000,10.62,0.13,5,0,3,3,1,0.02261149594293853,0,LN25622,Low
25,50004,1.0,10000,7.29,0.2,3,0,2,5,0,0.01956398645104593,0,LN06891,Low
24,122000,4.0,15000,11.58,0.12,2,0,3,0,1,0.04311137288271035,0,LN17437,Low
27,148000,1.0,28000,12.99,0.19,6,1,0,2,2,0.047377951944742876,1,LN27666,Low
21,12000,1.0,1000,13.98,0.08,2,0,3,1,2,0.7462042648385651,0,LN00887,High
30,110000,5.0,20000,14.11,0.18,5,1,3,5,3,0.0637542606380508,0,LN18470,Low
47,80000,2.0,10000,6.54,0.13,13,0,0,1,0,0.020743478971546808,0,LN31195,Low
35,100000,19.0,9000,10.99,0.09,8,0,0,3,1,0.033503676815096195,0,LN26278,Low
23,45000,4.0,6400,15.31,0.14,3,1,2,4,3,0.09032733069717086,0,LN05564,Low
33,50000,1.0,9000,7.51,0.18,9,0,3,2,0,0.021370318755169686,0,LN28778,Low
32,307000,10.0,11000,14.26,0.04,10,1,2,5,2,0.028464114086017695,0,LN17885,Low
24,40000,1.0,7500,5.79,0.19,4,0,3,4,0,0.023774707681923787,0,LN08259,Low
23,33000,0.0,7800,10.95,0.24,2,0,3,4,1,0.14714096811419244,1,LN08510,Low
28,28320,4.0,8700,14.61,0.31,8,0,3,5,3,0.9220175087395361,1,LN28616,High
24,99000,8.0,12250,9.88,0.12,2,0,0,1,1,0.026472951793507653,0,LN13963,Low
26,62000,1.0,10000,11.26,0.16,2,0,3,0,1,0.04630313956510301,0,LN11492,Low
24,75000,1.0,8400,12.69,0.11,4,0,3,1,1,0.060309217348013845,0,LN09696,Low
25,33280,1.0,5500,10.99,0.17,4,0,3,3,1,0.05776583651441033,0,LN05837,Low
21,38400,0.0,12200,13.48,0.32,2,0,2,5,2,0.14603499217866187,0,LN03832,Low
29,16000,3.0,3000,7.9,0.19,8,0,2,5,0,0.8890315903135386,1,LN18173,High
23,92700,2.0,5000,8.94,0.05,4,0,0,1,0,0.02732456749509067,0,LN13510,Low
27,160000,4.0,6000,10.99,0.04,6,0,0,0,1,0.022416334212388835,0,LN27668,Low
23,73500,7.0,10000,6.92,0.14,4,0,0,5,0,0.019282761049638095,0,LN11339,Low
28,78000,5.0,12000,10.62,0.15,6,0,3,4,1,0.02952798639158666,0,LN29046,Low
30,44760,1.0,3300,11.71,0.07,8,0,3,1,1,0.1684814954165198,0,LN19704,Low
22,40000,2.0,8100,7.14,0.2,3,0,0,4,0,0.029913208304549483,0,LN04273,Low
26,51996,2.0,6500,15.68,0.13,4,0,0,3,4,0.8990503211110702,1,LN08443,High
37,48000,0.0,14725,10.99,0.31,11,0,3,0,1,0.9253749369502966,1,LN29517,High
22,28956,2.0,3300,8.49,0.11,3,0,3,5,0,0.022336461844586264,0,LN03073,Low
34,69000,0.0,12800,15.7,0.19,5,0,3,5,3,0.9166939018354597,1,LN25987,High
26,125000,6.0,10000,7.49,0.08,2,0,3,5,0,0.019294509338365965,0,LN04622,Low
33,30000,1.0,5000,12.68,0.17,10,1,2,5,2,0.02953481471982099,0,LN19061,Low
23,78000,7.0,4600,7.66,0.06,2,0,0,1,0,0.03461510021704098,0,LN11963,Low
27,74400,11.0,10000,16.0,0.13,6,1,0,0,3,0.9105654192226317,1,LN25576,High
26,36400,4.0,2300,7.4,0.06,2,0,3,1,0,0.07993668953428808,0,LN02058,Low
22,25000,1.0,2050,10.59,0.08,2,0,3,5,1,0.02202891550073616,0,LN01963,Low
24,132652,8.0,28000,8.49,0.21,3,0,0,3,0,0.027467425397350528,0,LN15400,Low
22,70000,7.0,2000,7.9,0.03,3,0,0,1,0,0.04390891313445433,0,LN10727,Low
22,30000,4.0,12000,7.66,0.4,2,0,2,1,0,0.4487326198931205,0,LN01970,Medium
23,58000,4.0,6400,13.48,0.11,3,1,2,3,2,0.06598529089147759,0,LN08489,Low
23,62000,1.0,10000,7.9,0.16,3,0,0,3,0,0.03360515496332497,0,LN09411,Low
35,250000,8.0,15000,9.88,0.06,9,0,2,5,1,0.019846543633899663,0,LN28681,Low
29,87600,4.0,12000,11.49,0.14,8,0,0,4,1,0.026208473025905493,0,LN25620,Low
24,78000,8.0,24000,15.96,0.31,4,0,0,5,2,0.1697636512908495,1,LN13173,Low
23,90000,4.0,13000,12.73,0.14,2,0,3,0,2,0.02667705349387267,0,LN16594,Low
28,100000,13.0,12000,7.88,0.12,8,0,0,2,0,0.019551988084970037,0,LN26363,Low
28,38196,5.0,10750,10.75,0.28,10,0,0,3,1,0.042824695859122415,0,LN20116,Low
23,67000,3.0,9250,5.79,0.14,2,0,0,0,0,0.01960065494366033,0,LN10365,Low
22,61300,4.0,13000,9.63,0.21,3,0,0,5,0,0.021399195728909592,0,LN09363,Low
25,47700,1.0,12375,7.9,0.26,4,0,0,2,0,0.07047110752810555,0,LN05946,Low
27,84000,3.0,7000,7.29,0.08,5,0,0,0,0,0.024259908692065447,0,LN25361,Low
23,46113,4.0,9000,15.99,0.2,4,1,0,4,3,0.10338428234592223,0,LN05759,Low
32,45000,2.0,8000,14.65,0.18,8,0,0,4,2,0.2673352948230441,0,LN27925,Low
34,41979,14.0,8150,15.23,0.19,10,0,0,1,2,0.5913269907035122,0,LN20591,Medium
24,80000,2.0,24000,10.25,0.3,2,0,3,3,1,0.10087280495145394,0,LN00435,Low
29,82000,5.0,21000,14.65,0.26,5,1,2,4,2,0.1952793526896842,0,LN25243,Low
46,56000,1.0,6000,7.49,0.11,16,0,0,1,0,0.022336130184904258,0,LN30488,Low
29,74360,7.0,8725,5.99,0.12,5,0,2,1,0,0.031720547189835475,0,LN28316,Low
23,65004,5.0,7000,12.87,0.11,2,1,2,5,2,0.023711973100933467,0,LN10164,Low
33,62500,3.0,18400,9.91,0.29,7,0,3,0,1,0.0442634330266411,0,LN18542,Low
22,31200,6.0,12000,10.39,0.38,2,0,3,1,1,0.9402532122452545,1,LN16960,High
46,48956,0.0,2800,10.59,0.06,14,0,3,3,1,0.026288268474652637,0,LN32179,Low
34,59000,0.0,4100,14.91,0.07,10,0,3,1,3,0.9194829889790078,1,LN24307,High
22,30000,0.0,8000,9.32,0.27,4,0,3,4,0,0.0944770837253824,0,LN08673,Low
33,39000,0.0,10000,12.42,0.26,7,0,2,5,1,0.029064966863137105,0,LN20172,Low
26,34000,2.0,12000,14.96,0.35,3,0,3,4,3,0.9374735240665876,1,LN12252,High
24,45000,2.0,7200,7.29,0.16,4,0,0,4,0,0.020767662981879584,0,LN05378,Low
28,55000,5.0,4800,5.79,0.09,6,0,0,4,0,0.02691667967212198,0,LN22454,Low
29,95000,4.0,20000,6.54,0.21,9,0,0,0,0,0.019602609562726445,0,LN26039,Low
25,47000,1.0,6000,12.87,0.13,3,1,3,1,2,0.031516595751272275,0,LN06547,Low
27,42200,6.0,10000,16.49,0.24,6,1,0,3,3,0.8352450581137081,1,LN21543,High
25,45000,0.0,4000,13.8,0.09,4,1,3,3,2,0.05552654476048904,0,LN11465,Low
37,92500,1.0,15000,7.49,0.16,14,0,3,1,0,0.021243537890008712,0,LN31824,Low
22,55000,3.0,5000,13.48,0.09,3,1,3,1,2,0.05258967416965856,0,LN05430,Low
22,26000,6.0,5000,11.99,0.19,2,0,3,4,1,0.08621778629940881,0,LN09288,Low
25,58650,5.0,7500,15.37,0.11,4,0,3,3,3,0.8607224010340536,1,LN08414,High
26,82000,5.0,1000,14.27,0.01,2,1,0,1,2,0.24760239504853457,0,LN12484,Low
40,86000,0.0,20000,14.54,0.23,13,1,3,1,3,0.8521663300325878,1,LN32215,High
24,98004,5.0,2500,8.49,0.03,3,0,0,2,0,0.03151287720723189,1,LN14659,Low
31,23766,1.0,1800,13.06,0.08,7,0,3,3,2,0.4101453692636021,0,LN18907,Medium
21,18000,5.0,1500,12.18,0.08,3,0,3,3,1,0.598687366159672,1,LN17419,Medium
24,23000,4.0,5900,9.63,0.26,4,0,3,4,0,0.05660507947928259,0,LN06089,Low
25,30720,4.0,2400,7.9,0.08,3,0,3,3,0,0.10524224953987112,0,LN02107,Low
24,75000,2.0,2000,9.99,0.03,2,0,3,3,1,0.10573328598627457,0,LN01942,Low
26,68000,10.0,20000,10.75,0.29,4,0,3,1,1,0.05756261693461919,0,LN00704,Low
24,15000,3.0,4800,16.95,0.32,3,0,3,4,4,0.9195105876915849,1,LN04353,High
30,92000,9.0,5000,7.49,0.05,10,0,0,5,0,0.018166251927242385,0,LN25893,Low
22,45000,6.0,5000,7.49,0.11,4,0,0,5,0,0.019049024932251434,0,LN05323,Low
26,5500,0.0,1000,9.63,0.18,3,0,3,1,0,0.9024839248448654,1,LN15959,High
24,47300,5.0,9500,8.49,0.2,2,0,0,4,0,0.050089451468717905,0,LN05917,Low
28,55200,12.0,3000,11.72,0.05,10,0,0,5,2,0.053955989737627864,0,LN22532,Low
27,39000,1.0,9000,10.08,0.23,8,0,3,3,1,0.0466091348287444,0,LN23614,Low
32,60000,2.0,6000,11.36,0.1,8,0,3,4,1,0.03245167616709619,0,LN21787,Low
24,30000,8.0,5000,13.48,0.17,2,1,0,2,2,0.3368001505300749,1,LN02070,Medium
41,71000,1.0,12000,10.99,0.17,15,0,0,0,1,0.03867770328367857,0,LN30959,Low
23,81000,8.0,10000,8.88,0.12,4,0,0,4,1,0.029328573998947866,0,LN12429,Low
24,67000,5.0,20000,13.48,0.3,3,1,3,4,2,0.10163079394452139,0,LN17405,Low
33,95000,17.0,3600,8.49,0.04,10,0,0,3,0,0.03481394733166676,0,LN26016,Low
25,180488,9.0,24000,12.87,0.13,2,0,0,2,2,0.1294834172613465,0,LN15822,Low
21,35368,0.0,5100,12.99,0.14,2,0,3,0,2,0.07032500435103745,0,LN09124,Low
26,25000,1.0,12000,12.09,0.48,2,0,0,5,2,0.238849449838906,1,LN01242,Low
41,32004,2.0,1500,14.74,0.05,17,0,3,2,3,0.8757023954948401,1,LN29454,High
22,17400,6.0,1000,11.36,0.06,2,0,0,5,1,0.08366547978595139,0,LN00411,Low
26,64000,2.0,8000,14.96,0.13,2,1,0,4,3,0.16050349794317031,0,LN09773,Low
27,22800,5.0,3500,13.99,0.15,10,1,3,4,2,0.15019539472702992,1,LN19733,Low
31,78000,0.0,18000,18.79,0.23,9,0,3,2,4,0.8946841825571917,1,LN18596,High
25,72000,1.0,2100,7.66,0.03,3,0,0,2,0,0.035941122973313575,0,LN11129,Low
25,128600,9.0,28000,7.9,0.22,3,0,0,4,0,0.02313214974680776,0,LN15281,Low
25,93000,3.0,12000,10.99,0.13,3,0,3,1,1,0.018448133623092573,0,LN13099,Low
36,46000,3.0,8000,5.42,0.17,15,0,0,5,0,0.018435934930325398,0,LN30107,Low
23,105600,2.0,25000,6.99,0.24,4,0,0,4,0,0.02271088976131846,0,LN14411,Low
22,68000,6.0,16000,7.9,0.24,4,0,0,0,0,0.02407075580566311,0,LN10444,Low
30,144000,12.0,5000,16.32,0.03,7,1,3,1,4,0.12210764836702288,0,LN21232,Low
25,153000,9.0,7500,11.71,0.05,3,0,0,1,1,0.03159641490329148,0,LN15679,Low
28,75000,6.0,10000,7.9,0.13,5,0,3,5,0,0.018435934930325398,0,LN24718,Low
32,81400,2.0,20000,14.84,0.25,6,1,3,5,3,0.8425746030125246,1,LN18436,High
24,100000,3.0,10000,5.99,0.1,2,0,0,1,0,0.019588598747788125,0,LN14048,Low
24,43200,3.0,16000,13.48,0.37,2,1,0,2,2,0.22451935675556764,0,LN05070,Low
39,55059,16.0,24000,12.53,0.44,11,0,3,2,1,0.9346581958037986,1,LN32019,High
29,72500,1.0,7000,7.29,0.1,5,0,3,4,0,0.020448835681614267,0,LN22037,Low
33,65000,1.0,15000,11.99,0.23,10,0,0,3,1,0.06358392234242796,0,LN23645,Low
22,40000,6.0,4800,7.49,0.12,2,0,0,4,0,0.02332654905898172,0,LN04247,Low
22,29100,2.0,6250,16.07,0.21,3,1,3,4,3,0.9330373892365911,1,LN07209,High
21,82000,4.0,12000,15.21,0.15,4,0,3,5,3,0.06372820772094649,0,LN12962,Low
26,17280,0.0,3000,13.48,0.17,4,0,3,2,2,0.918701161746874,1,LN02494,High
25,79000,0.0,9000,6.76,0.11,4,0,0,4,0,0.022029328285167557,0,LN16729,Low
45,62200,6.0,10000,10.39,0.16,11,0,3,0,1,0.037390452271385065,0,LN31044,Low
37,71400,7.0,3100,20.69,0.04,14,1,0,3,4,0.7265631625156911,1,LN31453,High
24,48000,5.0,17000,6.91,0.35,4,0,0,2,0,0.03903520743456504,0,LN06128,Low
25,115000,3.0,7000,13.48,0.06,4,1,0,0,2,0.03194066260451414,0,LN14781,Low
22,44000,3.0,3600,13.43,0.08,2,1,3,2,2,0.5371856135337715,1,LN03571,Medium
23,25800,2.0,6000,13.48,0.23,3,1,3,5,2,0.034625583133646914,0,LN06191,Low
41,108800,2.0,15000,17.88,0.12,16,0,0,3,4,0.7102651460212436,1,LN31767,High
21,50000,5.0,5375,7.49,0.11,3,0,0,0,0,0.023370155582177383,0,LN06590,Low
28,62352,3.0,3800,6.62,0.06,6,0,0,1,0,0.022505326103456607,0,LN28860,Low
27,65000,11.0,19200,7.49,0.3,7,0,0,0,0,0.03446027543966063,0,LN23658,Low
26,62400,0.0,5500,9.76,0.09,4,0,3,4,1,0.024522832093392854,0,LN05894,Low
22,55000,6.0,10000,5.79,0.18,2,0,0,5,0,0.02044743494305853,0,LN17476,Low
29,58800,13.0,16000,9.88,0.27,6,0,0,5,1,0.023013941524808307,0,LN22850,Low
38,78000,8.0,6250,6.76,0.08,16,0,0,5,0,0.01929444748298331,0,LN32141,Low
29,60000,1.0,5600,12.42,0.09,10,0,0,5,1,0.03140278768678335,0,LN28580,Low
23,55000,5.0,4000,9.32,0.07,2,0,1,5,0,0.039458241507574536,0,LN08063,Low
32,50400,11.0,8400,12.42,0.17,7,0,3,1,1,0.15325834427640048,0,LN23486,Low
29,72000,13.0,15900,13.04,0.22,9,0,3,3,2,0.047172428697623524,0,LN27689,Low
26,100000,7.0,9200,6.03,0.09,3,0,0,5,0,0.01870606833744771,0,LN14007,Low
27,45000,4.0,5000,6.03,0.11,9,0,0,3,0,0.029096734111590177,0,LN21002,Low
31,90000,6.0,9000,5.42,0.1,9,0,3,4,0,0.01900035807356115,0,LN20920,Low
29,100000,0.0,15800,11.14,0.16,6,0,2,5,1,0.019013031926640587,0,LN26372,Low
24,19200,0.0,6000,10.59,0.31,3,0,3,1,1,0.9402532122452545,1,LN06122,High
