loan_id,applicant_age,employment_status,annual_income,loan_amount,loan_tenure_months,credit_score,existing_emis,loan_purpose,branch,default_flag
LN01550,33,Retired,444223,961499,60,659,2,Education,Delhi,1
LN01551,53,Salaried,137710,657751,60,606,5,Medical,Mumbai,1
LN01552,60,Salaried,573126,701156,60,722,1,Education,Bangalore,0
LN01553,39,Retired,403189,540253,48,707,3,Home,Delhi,0
LN01554,30,Self-Employed,433644,520733,60,512,2,Education,Bangalore,0
LN01555,43,Salaried,288492,325671,12,843,4,Vehicle,Chennai,0
LN01556,25,Salaried,1016377,100000,36,726,2,Medical,Kolkata,0
LN01557,43,Salaried,496717,569840,48,644,2,Education,Bangalore,0
LN01558,34,Self-Employed,550666,340473,24,594,0,Education,Pune,0
LN01559,39,Salaried,663260,526604,24,604,0,Home,Hyderabad,0
LN01560,49,Salaried,701465,320730,12,608,4,Vehicle,Kolkata,1
LN01561,59,Retired,280642,877823,48,529,6,Education,Pune,1
LN01562,28,Salaried,504292,585413,24,583,1,Home,Bangalore,0
LN01563,60,Salaried,346306,311667,12,745,0,Vehicle,Kolkata,0
LN01564,55,Salaried,726293,484331,60,587,3,Medical,Delhi,0
LN01565,59,Unemployed,486053,356080,12,774,2,Education,Kolkata,0
LN01566,44,Self-Employed,747507,432993,24,661,1,Vehicle,Chennai,0
LN01567,53,Self-Employed,699998,695769,48,609,1,Medical,Pune,0
LN01568,40,Self-Employed,527648,603478,36,539,3,Vehicle,Chennai,1
LN01569,42,Salaried,836757,319036,12,638,0,Medical,Chennai,0
LN01570,34,Salaried,579786,560813,24,684,1,Business,Bangalore,0
LN01571,25,Self-Employed,760051,493023,12,779,2,Vehicle,Mumbai,0
LN01572,45,Retired,605766,495717,60,694,3,Medical,Mumbai,0
LN01573,61,Self-Employed,720872,575866,12,739,2,Business,Mumbai,0
LN01574,46,Salaried,604373,329326,36,636,4,Education,Bangalore,1
LN01575,36,Unemployed,364388,499833,12,529,2,Vehicle,Delhi,1
LN01576,29,Retired,356165,453451,48,486,5,Business,Mumbai,1
LN01577,58,Salaried,185405,499377,36,703,2,Vehicle,Chennai,0
LN01578,33,Self-Employed,428451,549385,60,593,1,Education,Hyderabad,0
LN01579,57,Retired,638804,187977,36,747,2,Education,Chennai,0
LN01580,52,Salaried,655708,641566,24,659,2,Vehicle,Pune,0
LN01581,34,Retired,521556,766009,12,492,3,Education,Kolkata,1
LN01582,29,Salaried,666616,445983,48,611,3,Home,Delhi,0
LN01583,53,Salaried,447888,595812,36,629,2,Home,Chennai,0
LN01584,63,Self-Employed,411393,635763,24,631,2,Home,Bangalore,1
LN01585,57,Self-Employed,435493,267257,60,622,6,Business,Kolkata,1
LN01586,44,Retired,714426,321244,36,590,4,Business,Pune,0
LN01587,50,Salaried,915303,660986,24,711,2,Education,Delhi,0
LN01588,24,Self-Employed,452762,876686,12,488,5,Business,Bangalore,1
LN01589,55,Self-Employed,499903,344262,24,625,0,Business,Pune,0
LN01590,55,Self-Employed,450614,401827,48,723,2,Business,Bangalore,0
LN01591,28,Salaried,564877,558238,36,819,1,Home,Chennai,0
LN01592,40,Unemployed,599701,617696,48,631,2,Medical,Mumbai,1
LN01593,34,Retired,815899,451896,48,737,2,Medical,Hyderabad,0
LN01594,36,Retired,441953,200830,48,551,0,Business,Delhi,0
LN01595,34,Retired,604622,345399,48,737,2,Medical,Chennai,0
LN01596,63,Salaried,599219,519555,24,701,1,Business,Pune,0
LN01597,25,Self-Employed,731272,452043,48,672,4,Education,Delhi,0
LN01598,31,Self-Employed,236881,336420,12,712,2,Medical,Chennai,0
LN01599,61,Salaried,518763,327715,36,769,4,Vehicle,Delhi,0
LN01600,44,Salaried,420616,672770,24,604,2,Education,Pune,0
LN01601,38,Salaried,300246,414456,24,468,5,Education,Pune,1
LN01602,34,Salaried,444253,409905,24,754,4,Home,Chennai,0
LN01603,50,Self-Employed,549034,292422,12,673,1,Home,Chennai,0
LN01604,42,Salaried,543100,848145,36,678,4,Business,Pune,1
LN01605,27,Unemployed,500774,501168,12,476,2,Education,Kolkata,1
LN01606,55,Salaried,524824,440865,24,621,1,Vehicle,Chennai,0
LN01607,31,Self-Employed,143739,643754,24,455,6,Business,Pune,1
LN01608,31,Self-Employed,349482,103212,60,722,0,Vehicle,Mumbai,0
LN01609,53,Self-Employed,476071,316393,48,767,3,Medical,Kolkata,0
LN01610,64,Self-Employed,541587,489506,36,641,4,Vehicle,Delhi,1
LN01611,62,Self-Employed,378351,553115,48,403,6,Education,Kolkata,1
LN01612,48,Salaried,610874,382779,12,631,1,Business,Pune,0
LN01613,30,Salaried,733464,255439,60,652,0,Education,Hyderabad,0
LN01614,29,Self-Employed,579132,229815,12,528,1,Medical,Bangalore,0
LN01615,37,Unemployed,771340,782947,48,528,4,Vehicle,Mumbai,1
LN01616,26,Self-Employed,662368,228731,12,716,0,Vehicle,Delhi,0
LN01617,35,Self-Employed,516095,345617,48,695,0,Medical,Chennai,0
LN01618,61,Salaried,689897,867269,48,773,4,Home,Delhi,0
LN01619,46,Self-Employed,685310,541342,24,630,2,Education,Bangalore,0
LN01620,48,Salaried,529494,346967,48,678,3,Education,Pune,0
LN01621,49,Salaried,701725,100000,36,684,2,Vehicle,Kolkata,0
LN01622,27,Salaried,599296,644268,60,778,1,Business,Chennai,0
LN01623,55,Salaried,668570,427330,12,606,0,Education,Bangalore,0
LN01624,53,Salaried,501533,347745,12,737,2,Home,Chennai,0
LN01625,57,Self-Employed,643686,243893,12,778,4,Home,Kolkata,0
LN01626,34,Salaried,477836,463470,36,752,0,Education,Bangalore,0
LN01627,37,Salaried,656044,449037,60,697,2,Education,Chennai,0
LN01628,25,Salaried,639683,391729,36,675,4,Vehicle,Delhi,0
LN01629,47,Salaried,382340,769387,24,675,4,Vehicle,Delhi,0
LN01630,36,Salaried,619066,155339,12,666,3,Vehicle,Pune,0
LN01631,61,Unemployed,444354,402894,24,492,3,Medical,Kolkata,1
LN01632,46,Self-Employed,403280,439754,48,695,3,Home,Mumbai,0
LN01633,56,Retired,619576,304042,60,822,1,Education,Bangalore,0
LN01634,34,Salaried,476707,550367,60,592,3,Home,Bangalore,0
LN01635,42,Salaried,797251,416289,36,788,4,Home,Mumbai,0
LN01636,22,Salaried,828633,215103,12,701,1,Vehicle,Pune,0
LN01637,40,Salaried,777473,313273,48,823,2,Education,Bangalore,0
LN01638,57,Unemployed,257935,661665,12,518,6,Vehicle,Kolkata,1
LN01639,39,Salaried,557569,308527,60,657,3,Education,Chennai,0
LN01640,57,Self-Employed,593948,425342,12,631,0,Medical,Kolkata,0
LN01641,31,Self-Employed,189042,399641,60,505,2,Home,Delhi,1
LN01642,34,Self-Employed,746316,675949,48,674,0,Vehicle,Delhi,0
LN01643,55,Salaried,594019,514859,24,685,0,Education,Pune,0
LN01644,37,Self-Employed,475859,340331,48,659,1,Vehicle,Bangalore,0
LN01645,54,Unemployed,446381,411418,24,507,4,Vehicle,Delhi,1
LN01646,40,Self-Employed,1021062,590775,24,676,1,Vehicle,Chennai,0
LN01647,43,Salaried,523363,351743,36,764,1,Vehicle,Hyderabad,0
LN01648,49,Self-Employed,723746,344958,60,728,1,Education,Delhi,0
LN01649,33,Salaried,865641,637227,12,573,4,Home,Hyderabad,0
LN01650,35,Salaried,560210,300506,24,676,0,Vehicle,Mumbai,0
LN01651,34,Self-Employed,263301,1008188,48,635,5,Business,Hyderabad,1
LN01652,64,Unemployed,540901,538846,60,611,5,Education,Mumbai,1
LN01653,27,Unemployed,518512,511268,60,584,4,Education,Kolkata,1
LN01654,55,Retired,538141,384119,24,700,1,Home,Mumbai,0
LN01655,44,Salaried,468301,287632,48,626,3,Education,Kolkata,1
LN01656,62,Salaried,773420,100000,12,820,0,Medical,Mumbai,0
LN01657,54,Self-Employed,504703,422918,24,508,1,Home,Mumbai,0
LN01658,39,Salaried,669095,704751,24,854,2,Medical,Mumbai,0
LN01659,29,Unemployed,580668,1030683,36,537,3,Medical,Hyderabad,1
LN01660,64,Self-Employed,510207,337044,60,737,4,Education,Pune,0
LN01661,39,Salaried,389695,243612,36,609,2,Home,Mumbai,0
LN01662,45,Salaried,478833,569213,36,638,4,Medical,Bangalore,0
LN01663,35,Self-Employed,584278,545726,36,491,3,Business,Mumbai,1
LN01664,22,Retired,378187,665858,12,672,4,Business,Pune,1
LN01665,49,Salaried,766897,497927,24,647,1,Home,Bangalore,0
LN01666,57,Salaried,676126,643898,24,677,3,Medical,Mumbai,0
LN01667,47,Retired,630332,201423,48,521,0,Business,Bangalore,0
LN01668,27,Salaried,627880,467629,48,660,4,Vehicle,Chennai,0
LN01669,31,Salaried,513997,404439,24,613,0,Medical,Mumbai,0
LN01670,55,Salaried,467639,582400,36,802,1,Home,Delhi,0
LN01671,47,Self-Employed,477905,295633,48,684,2,Home,Hyderabad,0
LN01672,34,Unemployed,327459,1070336,60,600,5,Vehicle,Mumbai,1
LN01673,27,Salaried,498111,499710,12,476,0,Medical,Chennai,0
LN01674,29,Salaried,490057,515410,48,300,2,Education,Bangalore,1
LN01675,64,Salaried,551758,412560,24,715,1,Vehicle,Hyderabad,0
LN01676,27,Unemployed,769247,450841,36,634,0,Vehicle,Kolkata,0
LN01677,58,Self-Employed,499826,320598,60,603,2,Business,Chennai,0
LN01678,47,Unemployed,216505,408997,36,602,3,Home,Chennai,1
LN01679,47,Salaried,455700,590113,24,443,3,Home,Chennai,1
LN01680,62,Self-Employed,656111,447110,48,779,2,Medical,Chennai,0
LN01681,46,Retired,408307,437828,12,790,3,Education,Pune,0
LN01682,53,Self-Employed,699097,577276,24,841,4,Home,Hyderabad,0
LN01683,41,Retired,616227,348691,60,587,4,Business,Pune,1
LN01684,44,Salaried,483428,462298,60,804,2,Business,Delhi,0
LN01685,51,Self-Employed,611105,324910,12,778,0,Home,Pune,0
LN01686,61,Retired,611802,673830,36,731,3,Business,Kolkata,1
LN01687,51,Salaried,565339,478800,36,798,4,Education,Chennai,0
LN01688,33,Salaried,645567,333944,36,794,3,Vehicle,Hyderabad,0
LN01689,59,Unemployed,371591,795533,12,468,6,Medical,Mumbai,1
LN01690,52,Salaried,496535,265140,24,656,1,Business,Kolkata,0
LN01691,34,Salaried,271652,493425,24,735,2,Medical,Hyderabad,0
LN01692,41,Self-Employed,501408,321662,36,580,6,Home,Kolkata,1
LN01693,28,Retired,649310,546961,24,646,2,Home,Chennai,0
LN01694,54,Salaried,515671,600041,60,688,3,Education,Hyderabad,0
LN01695,55,Self-Employed,669482,252623,60,654,0,Home,Hyderabad,0
LN01696,26,Salaried,606913,525960,24,727,0,Home,Delhi,0
LN01697,38,Unemployed,377417,299142,12,599,4,Vehicle,Pune,1
LN01698,43,Salaried,418583,461769,12,773,2,Medical,Bangalore,0
LN01699,47,Retired,173868,566365,12,622,2,Business,Hyderabad,1
LN01700,22,Unemployed,889000,457062,12,666,3,Medical,Pune,0
LN01701,32,Retired,567728,464358,12,675,2,Business,Mumbai,0
LN01702,47,Self-Employed,622190,164294,60,627,2,Business,Pune,0
LN01703,59,Unemployed,262332,716705,36,596,4,Business,Kolkata,1
LN01704,62,Salaried,758948,629700,48,699,3,Vehicle,Kolkata,0
LN01705,38,Salaried,687862,313344,24,681,4,Vehicle,Delhi,0
LN01706,42,Salaried,371404,269938,48,587,3,Home,Pune,0
LN01707,36,Self-Employed,247247,370306,24,593,3,Medical,Kolkata,1
LN01708,22,Salaried,833935,450039,24,878,4,Vehicle,Kolkata,0
LN01709,54,Retired,397904,178842,36,727,2,Education,Kolkata,0
LN01710,63,Salaried,334830,862302,36,545,5,Education,Delhi,1
LN01711,38,Unemployed,818295,657330,36,656,2,Education,Delhi,1
LN01712,31,Retired,590249,100000,48,600,0,Medical,Hyderabad,0
LN01713,58,Unemployed,437677,567681,12,436,6,Medical,Kolkata,1
LN01714,42,Unemployed,283413,438501,36,706,3,Vehicle,Hyderabad,1
LN01715,43,Retired,636454,234758,48,732,2,Home,Kolkata,0
LN01716,55,Retired,523997,544994,60,677,3,Business,Hyderabad,1
LN01717,38,Retired,689613,609698,60,704,0,Business,Bangalore,0
LN01718,24,Salaried,566854,438899,24,774,3,Business,Chennai,0
LN01719,26,Self-Employed,590742,434697,12,537,4,Business,Chennai,1
LN01720,44,Retired,656705,525166,60,450,3,Education,Chennai,0
LN01721,29,Salaried,499508,548156,36,586,1,Education,Delhi,0
LN01722,39,Unemployed,788104,383953,12,549,0,Business,Bangalore,0
LN01723,33,Self-Employed,607645,388245,36,701,4,Medical,Kolkata,0
LN01724,49,Salaried,616610,281764,60,749,4,Medical,Kolkata,0
LN01725,62,Salaried,412559,263727,12,760,3,Medical,Hyderabad,0
LN01726,35,Self-Employed,668760,295689,60,642,0,Business,Kolkata,0
LN01727,40,Salaried,650511,422862,24,666,1,Vehicle,Delhi,0
LN01728,64,Retired,486570,437150,48,511,5,Home,Hyderabad,1
LN01729,61,Self-Employed,515203,537265,60,781,2,Home,Delhi,0
LN01730,51,Salaried,436153,290854,12,708,2,Medical,Bangalore,0
LN01731,54,Retired,841602,621374,48,616,3,Medical,Hyderabad,0
LN01732,42,Unemployed,595883,521182,48,587,6,Education,Hyderabad,1
LN01733,32,Salaried,451748,632731,60,709,3,Business,Delhi,0
LN01734,40,Self-Employed,388218,932806,12,567,3,Vehicle,Chennai,1
LN01735,63,Self-Employed,411753,312480,48,585,5,Medical,Mumbai,1
LN01736,57,Salaried,471045,563450,24,662,3,Home,Bangalore,0
LN01737,36,Self-Employed,531905,620149,24,725,4,Medical,Bangalore,0
LN01738,41,Salaried,690309,647420,12,675,0,Home,Bangalore,0
LN01739,44,Retired,745028,339340,24,844,1,Vehicle,Delhi,0
LN01740,55,Salaried,726919,279710,36,731,4,Business,Pune,0
LN01741,35,Self-Employed,581875,415224,48,767,2,Vehicle,Pune,0
LN01742,23,Retired,534170,414425,60,740,1,Vehicle,Hyderabad,0
LN01743,30,Self-Employed,558762,384827,24,480,3,Education,Kolkata,0
LN01744,26,Salaried,445625,435237,36,704,2,Home,Kolkata,0
LN01745,58,Salaried,540461,334910,12,792,3,Home,Hyderabad,0
LN01746,61,Salaried,805468,294084,60,738,2,Vehicle,Chennai,0
LN01747,51,Retired,407834,795386,48,577,3,Education,Hyderabad,1
LN01748,61,Self-Employed,912546,419989,36,564,4,Education,Mumbai,0
LN01749,49,Salaried,455705,343472,48,717,0,Business,Bangalore,0
LN01750,26,Salaried,653140,628770,60,697,1,Home,Bangalore,0
LN01751,37,Self-Employed,399446,505060,12,715,3,Education,Hyderabad,0
LN01752,22,Salaried,479818,441773,24,635,3,Education,Pune,0
LN01753,43,Salaried,775781,517885,48,767,2,Medical,Pune,0
LN01754,34,Salaried,686414,568493,24,609,2,Education,Hyderabad,0
LN01755,58,Self-Employed,916058,333864,36,759,3,Education,Bangalore,0
LN01756,55,Salaried,491579,544082,12,724,0,Vehicle,Pune,0
LN01757,32,Salaried,502669,113791,36,691,0,Home,Chennai,0
LN01758,50,Unemployed,712976,304042,48,743,0,Vehicle,Mumbai,0
LN01759,43,Salaried,778649,565022,36,609,1,Business,Kolkata,0
LN01760,42,Salaried,261298,400807,12,747,1,Business,Mumbai,0
LN01761,27,Retired,330255,156728,12,552,6,Business,Pune,1
LN01762,62,Salaried,592500,419909,24,664,1,Vehicle,Kolkata,0
LN01763,25,Salaried,562373,301362,60,753,4,Education,Mumbai,0
LN01764,38,Salaried,358933,382785,60,716,4,Vehicle,Chennai,0
LN01765,33,Salaried,439475,418784,48,764,3,Business,Hyderabad,0
LN01766,29,Retired,501903,350617,48,702,3,Education,Bangalore,0
LN01767,49,Salaried,494528,209564,36,688,3,Vehicle,Bangalore,0
LN01768,61,Salaried,986954,725749,48,797,4,Medical,Pune,0
LN01769,51,Self-Employed,797029,510260,48,745,2,Vehicle,Delhi,0
LN01770,56,Salaried,476180,228346,36,513,1,Medical,Pune,0
LN01771,37,Salaried,451551,471570,60,732,3,Home,Chennai,0
LN01772,46,Self-Employed,456516,218844,60,723,4,Education,Mumbai,0
LN01773,50,Salaried,772320,415630,36,771,1,Home,Pune,0
LN01774,63,Self-Employed,440644,620597,12,676,4,Home,Mumbai,0
LN01775,31,Self-Employed,746805,476333,12,753,1,Medical,Hyderabad,0
LN01776,34,Salaried,477199,812219,48,768,0,Home,Mumbai,0
LN01777,26,Salaried,420019,426346,36,692,3,Education,Hyderabad,0
LN01778,51,Self-Employed,551848,509201,24,625,4,Business,Hyderabad,0
LN01779,47,Salaried,655437,322491,36,733,4,Home,Bangalore,0
LN01780,42,Salaried,480480,224936,60,660,1,Education,Chennai,0
LN01781,40,Salaried,419597,295109,24,697,2,Vehicle,Kolkata,0
LN01782,56,Salaried,463538,293854,12,573,4,Home,Hyderabad,0
LN01783,41,Salaried,261076,414285,24,685,4,Education,Delhi,0
LN01784,47,Self-Employed,702657,599224,60,627,3,Education,Mumbai,0
LN01785,41,Retired,729009,214773,60,734,4,Vehicle,Mumbai,0
LN01786,28,Self-Employed,701678,100000,48,730,2,Business,Chennai,0
LN01787,64,Salaried,615213,644594,36,707,1,Education,Kolkata,0
LN01788,52,Salaried,371142,305740,48,781,4,Vehicle,Bangalore,0
LN01789,24,Unemployed,505560,183850,24,743,4,Vehicle,Mumbai,0
LN01790,45,Salaried,484716,459123,36,720,0,Home,Delhi,0
LN01791,34,Self-Employed,604327,421910,12,550,1,Education,Mumbai,0
LN01792,44,Self-Employed,438017,446322,48,690,2,Vehicle,Bangalore,0
LN01793,28,Salaried,659820,592147,24,625,4,Medical,Bangalore,0
LN01794,62,Retired,676662,727390,60,768,2,Education,Delhi,0
LN01795,64,Salaried,511695,514523,60,644,2,Medical,Chennai,0
LN01796,55,Unemployed,546547,455094,24,590,1,Home,Bangalore,0
LN01797,46,Retired,675113,421290,24,511,2,Medical,Mumbai,1
LN01798,56,Salaried,601705,201832,24,564,3,Business,Hyderabad,0
LN01799,50,Unemployed,559896,787477,48,655,5,Business,Chennai,1
LN01800,25,Self-Employed,418067,603329,36,557,2,Education,Bangalore,0
LN01801,51,Salaried,463000,590325,12,666,4,Vehicle,Kolkata,0
LN01802,59,Self-Employed,173984,248509,48,655,4,Home,Hyderabad,0
LN01803,57,Salaried,566053,277547,36,620,2,Business,Kolkata,0
LN01804,51,Self-Employed,559953,319804,36,457,3,Home,Delhi,0
LN01805,48,Retired,483667,637311,24,511,6,Business,Chennai,1
LN01806,24,Salaried,1002289,397150,48,670,0,Medical,Hyderabad,0
LN01807,56,Unemployed,554430,658659,60,448,4,Education,Mumbai,1
LN01808,58,Self-Employed,442934,273184,12,844,0,Vehicle,Bangalore,0
LN01809,29,Retired,524448,100000,24,611,3,Vehicle,Kolkata,0
LN01810,54,Salaried,569116,514291,48,518,0,Business,Chennai,0
LN01811,60,Self-Employed,734396,579049,48,597,4,Medical,Delhi,0
LN01812,31,Self-Employed,768271,494358,48,703,3,Home,Delhi,0
LN01813,46,Self-Employed,396925,533020,12,734,3,Home,Bangalore,0
LN01814,62,Self-Employed,557555,379848,60,579,2,Medical,Kolkata,0
LN01815,44,Salaried,904413,279030,48,598,4,Medical,Kolkata,0
LN01816,54,Salaried,528450,100000,12,809,0,Home,Delhi,0
LN01817,56,Salaried,296683,405823,36,669,1,Business,Mumbai,0
LN01818,26,Salaried,603393,549601,36,791,4,Vehicle,Mumbai,0
LN01819,33,Retired,363654,552070,24,626,5,Education,Hyderabad,1
LN01820,27,Retired,221171,705672,36,461,4,Education,Kolkata,1
LN01821,64,Self-Employed,702800,177557,12,751,1,Business,Hyderabad,0
LN01822,51,Salaried,720333,437760,12,561,1,Medical,Chennai,0
LN01823,61,Retired,502808,459354,12,701,2,Business,Delhi,1
LN01824,33,Retired,446435,509780,24,733,0,Education,Mumbai,0
LN01825,56,Salaried,672524,523900,48,646,2,Education,Pune,0
LN01826,38,Salaried,613804,572803,36,721,1,Home,Bangalore,0
LN01827,53,Salaried,150000,518704,12,647,1,Home,Pune,0
LN01828,36,Salaried,686988,371773,60,728,2,Home,Mumbai,0
LN01829,59,Retired,548382,297050,24,622,4,Business,Kolkata,0
LN01830,37,Retired,254828,483272,24,741,4,Home,Kolkata,0
LN01831,58,Salaried,671897,334428,12,733,1,Home,Pune,0
LN01832,22,Salaried,447627,433860,60,562,1,Home,Kolkata,0
LN01833,34,Self-Employed,820272,511830,36,597,4,Home,Mumbai,0
LN01834,38,Salaried,779132,552455,12,720,2,Education,Chennai,0
LN01835,34,Salaried,668451,335562,12,684,3,Education,Pune,0
LN01836,51,Self-Employed,652796,193732,12,615,1,Education,Delhi,0
LN01837,37,Salaried,409666,409601,36,580,6,Vehicle,Chennai,1
LN01838,28,Salaried,431274,420045,12,644,4,Vehicle,Hyderabad,0
LN01839,45,Salaried,561777,358943,12,680,3,Education,Hyderabad,0
LN01840,54,Self-Employed,428365,360335,48,880,3,Business,Chennai,0
LN01841,32,Salaried,546408,533463,24,483,2,Business,Pune,1
LN01842,50,Self-Employed,446166,491637,60,454,2,Home,Mumbai,1
LN01843,38,Salaried,275468,192689,60,655,3,Education,Hyderabad,0
LN01844,43,Salaried,575084,528462,12,611,1,Education,Pune,0
LN01845,53,Salaried,743819,249237,60,641,2,Education,Kolkata,0
LN01846,46,Self-Employed,452728,196322,60,571,0,Home,Delhi,0
LN01847,62,Retired,307590,767179,36,612,3,Business,Hyderabad,1
LN01848,42,Self-Employed,556643,433663,36,497,6,Education,Pune,1
LN01849,42,Retired,473828,527441,24,718,3,Vehicle,Pune,0
LN01850,41,Salaried,605630,868901,36,646,3,Education,Kolkata,1
LN01851,34,Salaried,707381,511757,24,835,0,Education,Delhi,0
LN01852,44,Self-Employed,533968,472364,48,514,6,Business,Bangalore,1
LN01853,40,Self-Employed,634360,281252,60,795,4,Vehicle,Pune,0
LN01854,48,Salaried,349202,260599,12,580,4,Vehicle,Mumbai,0
LN01855,59,Salaried,232797,266326,36,777,5,Vehicle,Bangalore,1
LN01856,29,Salaried,281591,280574,12,605,6,Medical,Bangalore,1
LN01857,27,Self-Employed,576096,926917,48,686,3,Home,Hyderabad,1
LN01858,25,Self-Employed,359066,516967,36,600,2,Vehicle,Kolkata,0
LN01859,44,Unemployed,289487,668505,60,624,3,Vehicle,Pune,1
LN01860,43,Self-Employed,881758,511302,36,639,3,Vehicle,Chennai,0
LN01861,49,Salaried,563073,364188,12,739,0,Vehicle,Mumbai,0
LN01862,27,Salaried,670419,219183,60,661,2,Education,Chennai,0
LN01863,61,Salaried,626764,588039,24,632,0,Home,Bangalore,0
LN01864,52,Unemployed,494774,154974,24,567,1,Education,Chennai,0
LN01865,47,Self-Employed,658120,164879,48,710,1,Education,Pune,0
LN01866,51,Salaried,511691,476532,60,627,1,Business,Chennai,0
LN01867,31,Retired,457669,345225,60,636,0,Vehicle,Kolkata,0
LN01868,58,Unemployed,599440,563571,24,429,4,Home,Delhi,1
LN01869,22,Salaried,494333,441180,36,705,2,Home,Pune,0
LN01870,58,Retired,522151,570840,48,653,6,Business,Mumbai,1
LN01871,56,Retired,803448,584542,12,556,4,Education,Bangalore,0
LN01872,49,Retired,169381,677746,36,424,5,Vehicle,Pune,1
LN01873,52,Salaried,391560,469510,24,900,0,Business,Bangalore,0
LN01874,55,Self-Employed,474403,478222,12,846,3,Medical,Hyderabad,0
LN01875,38,Salaried,547848,513420,36,586,4,Education,Hyderabad,1
LN01876,39,Self-Employed,120179,197838,24,507,4,Home,Pune,1
LN01877,41,Retired,258063,530222,60,573,4,Education,Chennai,1
LN01878,28,Salaried,479873,414881,60,733,0,Education,Pune,0
LN01879,46,Self-Employed,556162,562894,24,510,3,Business,Hyderabad,1
LN01880,32,Salaried,547324,341542,36,713,2,Vehicle,Pune,0
LN01881,58,Salaried,788533,428264,60,699,4,Home,Delhi,0
LN01882,36,Self-Employed,740020,359628,60,688,1,Business,Chennai,0
LN01883,45,Unemployed,526091,419728,48,551,2,Business,Mumbai,1
LN01884,49,Self-Employed,485299,261662,12,671,0,Vehicle,Delhi,0
LN01885,43,Self-Employed,802906,423312,60,681,0,Home,Chennai,0
LN01886,53,Self-Employed,635378,488173,12,788,1,Vehicle,Delhi,0
LN01887,38,Self-Employed,370350,693790,24,517,4,Business,Bangalore,1
LN01888,22,Unemployed,367728,284128,60,794,3,Vehicle,Kolkata,0
LN01889,25,Retired,707442,391140,12,746,3,Home,Pune,0
LN01890,34,Salaried,731482,450358,36,689,1,Home,Bangalore,0
LN01891,58,Salaried,573740,183704,24,831,0,Education,Pune,0
LN01892,51,Salaried,580540,457001,24,638,1,Medical,Chennai,0
LN01893,31,Unemployed,369714,726809,36,508,3,Medical,Pune,1
LN01894,63,Salaried,650610,294453,48,482,4,Home,Delhi,0
LN01895,45,Salaried,425567,312790,24,779,1,Home,Delhi,0
LN01896,60,Self-Employed,731366,399242,24,618,3,Education,Mumbai,0
LN01897,55,Salaried,395574,757980,48,591,2,Medical,Kolkata,1
LN01898,42,Retired,398453,162422,60,699,3,Vehicle,Hyderabad,0
LN01899,47,Self-Employed,844857,644939,36,630,2,Education,Kolkata,1
LN01900,49,Retired,615495,797218,12,650,4,Business,Delhi,1
LN01901,28,Salaried,436970,331697,60,719,1,Education,Hyderabad,0
LN01902,59,Self-Employed,466113,533818,48,675,2,Medical,Bangalore,0
LN01903,31,Self-Employed,617594,845506,36,526,4,Vehicle,Hyderabad,1
LN01904,47,Salaried,302391,489272,60,683,3,Education,Delhi,0
LN01905,39,Unemployed,503314,598481,24,699,4,Medical,Delhi,0
LN01906,23,Salaried,449312,626524,36,720,0,Medical,Bangalore,0
LN01907,45,Salaried,695396,425615,24,761,4,Home,Bangalore,0
LN01908,58,Salaried,691034,293559,12,587,0,Business,Chennai,0
LN01909,30,Self-Employed,272623,279525,48,726,2,Medical,Pune,0
LN01910,26,Salaried,627280,362136,60,724,4,Vehicle,Bangalore,0
LN01911,24,Salaried,462081,425425,12,717,2,Education,Pune,0
LN01912,60,Self-Employed,796692,690534,24,665,1,Education,Mumbai,0
LN01913,60,Salaried,657416,603787,48,629,3,Medical,Mumbai,0
LN01914,46,Salaried,743367,225892,48,710,2,Home,Hyderabad,0
LN01915,42,Salaried,416231,351521,12,615,0,Medical,Delhi,0
LN01916,24,Salaried,592499,355019,60,575,4,Vehicle,Chennai,0
LN01917,41,Salaried,555046,661562,36,495,5,Education,Bangalore,1
LN01918,50,Self-Employed,574550,519988,36,654,3,Home,Chennai,1
LN01919,28,Salaried,565502,469148,60,609,1,Vehicle,Mumbai,0
LN01920,35,Retired,622314,609750,48,584,4,Medical,Pune,1
LN01921,23,Self-Employed,527138,334207,24,615,1,Business,Bangalore,0
LN01922,31,Salaried,724578,538184,60,613,2,Vehicle,Delhi,0
LN01923,63,Self-Employed,150000,528489,24,716,3,Medical,Delhi,0
LN01924,55,Salaried,581372,561631,36,599,1,Business,Pune,0
LN01925,51,Unemployed,409091,822828,24,667,6,Home,Bangalore,1
LN01926,28,Salaried,410828,454122,36,675,0,Education,Pune,0
LN01927,57,Unemployed,332340,518974,36,618,3,Home,Pune,0
LN01928,22,Salaried,618759,390979,36,762,4,Business,Chennai,0
LN01929,30,Unemployed,630788,301129,48,625,1,Business,Delhi,0
LN01930,31,Self-Employed,881676,327646,60,654,1,Home,Mumbai,0
LN01931,61,Retired,607972,505046,48,569,6,Vehicle,Pune,1
LN01932,59,Retired,298787,787406,36,407,3,Home,Mumbai,1
LN01933,41,Salaried,751530,382158,48,581,2,Medical,Hyderabad,1
LN01934,52,Salaried,509111,203522,24,793,3,Home,Mumbai,0
LN01935,51,Unemployed,580868,951218,24,748,4,Medical,Mumbai,1
LN01936,52,Salaried,580305,373485,48,733,0,Business,Pune,0
LN01937,54,Self-Employed,496170,792619,36,653,4,Business,Chennai,1
